latitude,longitude,time,speed
37.79776,-122.40085,Thursday 29 May 01:56:56,0.020279288819
37.79271,-122.39978,Thursday 29 May 01:57:57,0.084624786408
37.79153,-122.40397,Thursday 29 May 01:58:57,0.0725497913312
37.79102,-122.41125,Thursday 29 May 01:59:59,0.1177071314
37.78965,-122.42039,Thursday 29 May 02:00:57,0.159346633425
37.78851,-122.42938,Thursday 29 May 02:01:57,0.151033200912
37.7874,-122.43807,Thursday 29 May 02:02:57,0.146010083366
37.78641,-122.44609,Thursday 29 May 02:04:02,0.124321115041
37.77945,-122.44727,Thursday 29 May 02:04:58,0.126059287153
37.77296,-122.4463,Thursday 29 May 02:06:03,0.100955201266
37.77223,-122.45215,Thursday 29 May 02:07:04,0.0966454273035
37.76736,-122.45844,Thursday 29 May 02:08:05,0.130408779916
37.76617,-122.46245,Thursday 29 May 02:09:00,0.0760517440208
37.76585,-122.4695,Thursday 29 May 02:10:00,0.11762097791
37.76552,-122.47185,Thursday 29 May 02:10:23,0.103176395654
37.76552,-122.47184,Thursday 29 May 02:10:24,0.0100000000032
37.76551,-122.47182,Thursday 29 May 02:10:45,0.00106479427534
37.76552,-122.47181,Thursday 29 May 02:12:00,0.000188561808242
37.76383,-122.47076,Thursday 29 May 02:13:06,0.0301458042407
37.76405,-122.46623,Thursday 29 May 02:14:01,0.0824607094018
37.76431,-122.46023,Thursday 29 May 02:15:02,0.0984529621521
37.76605,-122.45553,Thursday 29 May 02:16:03,0.0821597738143
37.76764,-122.45319,Thursday 29 May 02:17:02,0.0479505275068
37.76954,-122.45067,Thursday 29 May 02:18:01,0.053491697278
